nombre_cliente,Folio,capital,porcentaje,tipo_contrato,completado,fecha,nombre_ejecutivo
Briana Godbolt,40-247-9609,2500,13,reestructutacion,1,8/20/2019,Ángel
Latisha Jeppe,65-034-0350,5500,13,reestructutacion,1,6/1/2019,Anthony
Roxana Iannetti,91-835-6852,1500,60,reestructutacion,1,5/30/2019,Miguel
Stephen Peartree,67-175-3618,3000,13,nuevo,,7/2/2020,Efraín
Bart Keeltagh,96-508-3260,6000,27,renovacion,1,8/19/2019,Alvaro
Jerrilee Fahy,97-151-9803,2000,27,reestructutacion,,6/3/2019,Jose
Clerkclaude Cockling,44-990-9190,5000,13,renovacion,1,8/13/2020,Saul
Gregory Flaubert,02-530-6015,5500,60,reestructutacion,,12/3/2020,Rosa
Errick Garden,39-500-9604,5500,60,nuevo,1,8/16/2019,Perla
Alida Godbert,84-060-9547,5500,13,nuevo,1,1/14/2020,Dulce
Anthea Abreheart,58-862-4903,2500,40,nuevo,1,10/23/2021,Felipe
Maddi Handrick,90-593-4060,4500,13,nuevo,1,10/5/2020,Fanny
Whitby Emmens,59-295-4958,1500,40,nuevo,,12/24/2021,Mitchel
Alysia Aidler,32-021-5816,2000,27,nuevo,,1/10/2021,Monserrat
Bobina Plomer,00-711-7081,1000,27,nuevo,1,10/23/2020,Noa
Lefty Kerr,43-383-0618,4500,40,renovacion,,3/27/2022,Jose
Marika Issacson,53-087-3901,1000,40,renovacion,,3/2/2020,Jorge
Alessandra Britt,11-317-6461,4500,40,nuevo,1,1/3/2022,Luis
Hewet Grotty,52-838-7924,3000,60,nuevo,1,10/10/2020,Sandra
Arlyn Larder,54-419-0505,2000,27,nuevo,1,6/26/2019,Daniel
Zebadiah O'Logan,31-227-7755,5500,40,nuevo,1,11/30/2019,Miguel
Georgianna Abele,47-326-9447,3500,40,nuevo,,11/2/2021,Belen
Lorena Iapico,32-219-1920,1000,40,nuevo,1,4/19/2019,Grisel
Wally Tonbye,65-903-1524,5500,13,nuevo,,2/19/2021,Natali
Alec Sandyfirth,36-217-1669,1500,27,reestructutacion,1,7/12/2021,Belen
Ardis Owain,75-688-5102,1000,40,nuevo,1,8/9/2021,Anthony
Charlotte Ellens,85-565-7118,4000,13,nuevo,1,4/14/2020,Anthony
Enid Wateridge,77-001-2019,5000,13,nuevo,1,11/28/2020,Fabiola
Johanna Grundey,24-227-2343,1500,13,renovacion,1,1/28/2020,Juan
Jami Bottom,54-527-8995,6000,13,nuevo,1,12/16/2021,Perla
Minor McCooke,79-250-8720,1000,27,reestructutacion,,3/18/2021,Ángel
Zak Ebdon,31-211-8908,1500,27,renovacion,1,8/5/2019,Efraín
Georas Danielot,64-446-3659,3500,60,reestructutacion,1,2/15/2021,Perla
Stepha Copsey,66-064-7715,1500,60,reestructutacion,1,3/29/2020,Aketzali
Anne-corinne Fransemai,99-296-0179,3000,60,renovacion,,2/5/2022,Grisel
Ambros Gostling,75-481-8576,3000,60,renovacion,1,11/28/2020,Rosa
Teodor Issacov,44-092-7354,3000,27,nuevo,1,3/2/2020,Fabiola
Angelia Plascott,63-262-3927,4500,13,renovacion,,11/6/2019,Aketzali
Pattie Armiger,02-187-9620,2500,13,reestructutacion,1,9/6/2020,Jorge
Allyson Klossmann,03-160-8991,1500,40,renovacion,,12/6/2020,Dulce
Donetta Van de Velde,43-310-6052,4000,40,reestructutacion,1,7/7/2019,Efraín
Jane Radin,58-424-6461,1000,13,reestructutacion,,5/30/2021,Blas
Eugenio Standring,75-891-7201,4000,40,reestructutacion,,7/7/2020,Mitchel
Micah Biasio,61-540-9281,6000,13,reestructutacion,1,12/4/2019,Jorge
Marys Yabsley,67-419-8674,3000,13,renovacion,1,11/21/2019,Natali
Auria Do,36-290-5464,4500,60,nuevo,1,9/3/2021,Natali
Troy Griffe,54-058-5985,1500,60,renovacion,1,12/13/2019,Miguel
Fidelity Molloy,48-113-7135,3000,13,nuevo,1,9/30/2019,Aketzali
Krishnah Birkmyre,41-451-3236,1000,60,reestructutacion,1,11/10/2020,
Nicola Folk,47-778-1655,5000,27,renovacion,1,10/29/2021,Anthony
Corenda Pauling,93-069-6865,2500,27,nuevo,,12/21/2021,Dulce
Philis Benedek,93-831-0578,2500,40,renovacion,1,2/24/2022,Daniel
Karee Dadge,83-054-9597,6000,40,reestructutacion,1,3/26/2020,
Sandy Bridgewater,22-576-8059,3000,60,nuevo,1,11/22/2019,Felipe
Dalila Ortelt,91-737-4397,1000,27,renovacion,1,5/10/2019,Dulce
Jarred Gooddie,80-954-8286,5000,60,renovacion,1,9/19/2021,Noa
Shannon Boomes,41-076-7533,6000,13,nuevo,,11/14/2019,Dulce
Kennan Abramowitch,63-455-6212,4500,60,nuevo,1,12/27/2019,
Sallyanne Khotler,67-943-6282,5500,40,reestructutacion,1,8/21/2019,Ismael
Shae Broadhead,88-264-9985,6000,40,reestructutacion,1,1/5/2022,
Sutton McKelvey,43-566-8264,1000,60,nuevo,1,4/23/2021,Natali
Kesley Northwood,57-126-3754,4500,27,renovacion,1,1/26/2022,Daniel
Hanson Kemish,36-635-8246,3500,60,nuevo,1,6/28/2020,Noa
Junette Bischop,60-815-4409,4500,60,renovacion,1,11/7/2021,Fabiola
Dane Loyley,43-693-8640,1000,60,nuevo,,11/12/2021,Mitchel
Barris Howman,59-194-9944,2500,60,renovacion,1,5/20/2020,Anthony
Nap McQuillen,34-618-7273,4000,13,renovacion,,6/30/2021,Dulce
Mimi enzley,07-910-5660,5500,60,renovacion,,9/18/2020,Francisco
Selby Scahill,90-482-6325,5000,40,renovacion,,3/17/2022,Fanny
Geneva Becerro,46-244-7536,1500,60,nuevo,1,11/25/2019,Fanny
Jameson Sertin,52-660-0554,2500,13,nuevo,1,10/25/2021,Francisco
Nedda Garvill,05-286-0438,1500,40,renovacion,1,5/17/2020,Cristobal
Maurizio Iacovides,69-243-1858,1000,27,renovacion,1,2/18/2021,Juan
Curtice Iacovuzzi,56-852-1536,2000,13,renovacion,1,1/25/2020,Aketzali
Daune Scain,03-308-2209,5000,40,renovacion,,12/19/2020,Rafael
Morgana Challinor,52-754-2119,5000,60,reestructutacion,,11/3/2020,Daniel
Claretta Keary,39-078-2147,6000,27,nuevo,1,2/3/2020,Horacio
Clerkclaude Titheridge,27-256-3550,5500,13,nuevo,1,12/7/2019,Heber
Emelyne Dunkinson,45-645-0026,2500,60,nuevo,1,6/12/2021,Miguel
Beau Pesic,03-155-1636,4500,40,renovacion,1,5/3/2020,Mitchel
Fair O'Cahey,66-461-7641,1000,13,nuevo,1,9/26/2021,Noa
Roy Belfield,34-318-2603,1000,13,nuevo,1,2/21/2020,Grisel
Arabela Treadger,97-388-0506,5000,40,nuevo,1,9/15/2019,Francisco
Janenna Gutch,88-765-3285,3500,13,renovacion,1,2/3/2021,Daniel
Lela Riggeard,21-427-3378,1500,27,renovacion,1,10/5/2020,Belen
Krystalle Shadwick,11-035-5758,2000,60,reestructutacion,1,8/23/2020,Efraín
Saraann Thackham,57-198-8141,2000,27,reestructutacion,1,1/18/2022,Monserrat
Barry Twiggins,64-347-3038,3500,60,nuevo,1,8/8/2020,Fanny
Zackariah Piggen,34-530-3090,2000,40,reestructutacion,1,6/12/2021,Ángel
Gilly Scamp,98-510-9306,3500,13,nuevo,1,3/26/2021,Felipe
Gizela Craker,11-794-5727,2500,27,renovacion,1,7/1/2019,Cristobal
Nissie Ginni,97-750-4628,3000,40,nuevo,1,7/8/2020,Rosa
Davie Farrell,88-102-9673,4000,13,reestructutacion,,1/5/2021,Miguel
Shoshanna Mingay,50-099-4219,5000,13,reestructutacion,1,1/1/2021,Fanny
Silvain Easby,66-561-0214,2000,60,renovacion,1,12/25/2020,Miguel
Nichol Bennetts,91-917-3771,5000,13,reestructutacion,1,8/9/2021,Felipe
Hilde Riddle,42-507-4450,1500,40,reestructutacion,1,6/19/2020,
Sue Pizzey,28-830-4983,1500,60,renovacion,1,12/2/2020,Natali
Cynthea Tosdevin,47-767-0471,1000,27,nuevo,1,8/1/2021,Luis
Mannie Spiring,80-076-5733,4500,40,nuevo,1,6/29/2021,Daniel
Bertie Conway,90-174-8679,3000,27,reestructutacion,1,2/20/2022,Jorge
Freeland Druery,25-693-4101,2000,60,reestructutacion,1,8/11/2021,Heber
Ahmad Bielby,89-570-7071,6000,40,reestructutacion,1,12/26/2021,Ángel
Ellie Spyer,79-177-9352,2000,27,renovacion,1,1/1/2021,Cristobal
Lonni Grinaugh,30-961-3648,4000,27,renovacion,1,2/27/2020,Jose
Jennica Heaney`,12-587-4765,4000,27,reestructutacion,1,11/15/2021,Luis
Claiborne Hairs,55-630-2208,6000,27,nuevo,1,8/23/2019,Dulce
Myrna Rapper,99-438-8392,3000,27,renovacion,1,1/4/2021,Daniel
Davis Gibbons,65-602-1634,4000,40,nuevo,,9/25/2021,Rosa
Frederick Eite,11-475-3551,2000,40,renovacion,1,7/15/2020,Dulce
Esmeralda Hamor,95-942-6078,1000,40,renovacion,1,4/10/2020,Fanny
Jacki Seamarke,59-868-8513,4000,60,reestructutacion,,3/6/2022,Daniel
Rora Aysh,08-880-6074,2000,27,renovacion,1,3/16/2020,Fanny
Kaiser Arnott,59-056-4748,4500,40,nuevo,1,9/5/2019,Felipe
Cirillo Dunbleton,94-590-4870,5000,60,renovacion,1,7/30/2020,Jorge
Clareta Tourry,28-609-6383,1000,60,nuevo,1,11/12/2019,Rosa
Carole Wakeham,20-706-8637,5000,27,renovacion,,5/26/2021,Fanny
Stu Dollimore,80-021-0014,3000,13,renovacion,1,5/10/2019,Monica
Rasla Wattins,69-290-0484,1000,40,reestructutacion,1,8/15/2021,Fanny
Oren Romke,10-909-9375,1500,60,reestructutacion,1,3/7/2021,Grisel
Gene Elcocks,14-921-5919,5500,13,reestructutacion,1,3/1/2021,Perla
Ikey McClure,75-903-1028,3000,13,nuevo,1,9/11/2020,Fanny
Jameson Juste,06-334-3354,4500,60,renovacion,1,3/4/2021,Saul
Johannes Shimon,92-567-5271,3000,13,nuevo,1,3/30/2022,Dulce
Tabbie Dake,05-958-5456,2500,13,reestructutacion,,12/7/2020,Sandra
Kaile Camilio,90-899-9940,3500,60,nuevo,,1/1/2022,Daniel
Emelda Hagley,59-988-3728,6000,40,reestructutacion,1,11/14/2020,Francisco
Early Wansbury,90-121-9613,1000,13,reestructutacion,1,9/6/2020,Ismael
Meryl McKinn,40-672-1968,4000,60,reestructutacion,1,7/31/2021,Grisel
Tyson McCurlye,28-818-6363,3500,60,renovacion,1,12/9/2020,Jose
Keefer Sindell,78-975-2949,5000,40,nuevo,,5/2/2020,Aketzali
Ethelbert Sturdey,07-885-2398,5500,40,renovacion,1,7/5/2019,Belen
Walden Toderi,78-886-2405,1000,40,nuevo,1,1/5/2021,Natali
Dorene Zaczek,77-432-7594,1500,60,renovacion,1,7/6/2021,Horacio
Gui Wolsey,98-151-0380,3000,40,renovacion,1,9/21/2019,Felipe
Rhodie Faucett,63-377-9192,4500,27,nuevo,1,6/10/2019,Efraín
Trixi Sellner,75-853-7471,2500,13,nuevo,,9/25/2021,Francisco
Bobby Gallamore,64-141-6254,2500,13,reestructutacion,1,1/1/2020,Daniel
Gherardo Makeswell,25-302-6928,1000,27,reestructutacion,1,6/10/2019,Ismael
Arie Corr,20-123-1614,4500,13,renovacion,1,1/5/2022,Mitchel
Garey Treppas,14-113-7480,3000,13,reestructutacion,1,2/20/2020,Saul
Hildagard Pontain,02-006-1906,4500,60,reestructutacion,1,2/14/2020,Ángel
Bobbee Kiggel,81-868-9407,5000,60,renovacion,1,5/27/2021,Monica
Tiebold Very,99-795-1679,5000,13,reestructutacion,1,7/5/2021,Grisel
Henryetta Snow,45-512-7259,6000,13,renovacion,1,5/16/2020,Natali
Rochette Van der Beken,66-836-5599,2500,27,renovacion,1,7/16/2020,Perla
Gillie Boutwell,24-287-2814,2000,60,reestructutacion,1,8/28/2019,Monserrat
Aaren Rowlatt,63-304-0558,1000,40,reestructutacion,1,6/9/2019,Saul
Alie Hartman,12-184-5281,2000,13,reestructutacion,1,9/25/2019,Ismael
Jenna Claesens,66-728-5201,6000,40,nuevo,1,11/12/2019,Francisco
Yorgo Strowan,42-661-5471,3500,40,renovacion,,12/18/2019,Felipe
Kristofor Ewins,99-763-5552,2500,27,renovacion,1,2/12/2022,Mitchel
Richardo Oxbie,15-049-7830,1000,27,renovacion,1,4/25/2021,Cristobal
Collin Breache,69-225-5699,4000,13,renovacion,1,7/29/2021,Daniel
Tabby Meineken,60-867-2049,5500,13,reestructutacion,1,4/20/2019,Jorge
Honey Woolmore,12-794-7129,6000,40,reestructutacion,,3/3/2020,Cristobal
Fey Hagley,30-325-1036,1500,13,nuevo,1,3/20/2021,Ángel
Jonathan Hyam,76-877-0128,5500,40,reestructutacion,,7/14/2019,Francisco
Felita Czaple,64-357-5460,3000,13,nuevo,,2/16/2021,Fabiola
Emalia Gregoletti,53-767-7675,4500,27,reestructutacion,1,4/15/2020,Monserrat
Jany Cortes,14-459-5755,4500,60,nuevo,1,3/24/2022,Aketzali
Gottfried Pidgley,18-486-3047,3500,27,nuevo,1,7/27/2021,Rafael
Brantley Cutmare,71-814-6436,5000,13,reestructutacion,1,9/7/2019,Belen
Arlana Vispo,56-531-1481,5500,60,renovacion,1,5/16/2021,Fabiola
Brinn Dutnall,18-987-8696,2000,27,reestructutacion,1,8/12/2020,Cristobal
Boycey Von Welden,19-791-8343,3500,40,reestructutacion,1,10/1/2021,Horacio
Nikolia Rowe,94-576-6983,3500,60,reestructutacion,,9/25/2019,Felipe
Hermon Coller,29-783-9575,2000,60,nuevo,1,3/29/2022,Horacio
Xymenes Leah,88-603-0783,1500,40,nuevo,,4/15/2022,Luis
Rosabelle Caberas,59-544-7330,3000,60,renovacion,,12/12/2021,Fanny
Selena Bakhrushin,82-484-9131,6000,13,reestructutacion,1,12/11/2019,Cristobal
Darcey Hairyes,40-989-2246,1500,40,reestructutacion,1,12/3/2020,Jose
Haleigh Chanson,87-183-0817,2500,40,reestructutacion,1,2/2/2020,Blas
Jehanna Scranny,96-985-2866,5000,27,renovacion,1,8/10/2021,Efraín
Vallie Ivantyev,91-587-1850,4000,27,reestructutacion,1,5/7/2021,Heber
Genevra Ortsmann,43-489-4561,2000,27,reestructutacion,1,11/27/2019,Saul
Bentlee Micallef,26-889-5848,6000,13,renovacion,1,5/21/2019,Efraín
Kevan Druce,74-072-5725,4500,13,renovacion,1,8/24/2021,Jorge
Ambros Hatrick,49-488-4173,5000,27,renovacion,,4/23/2019,Ismael
Debbie Le Frank,91-586-8357,3000,40,nuevo,1,9/23/2020,Blas
Collette Tidbold,51-074-5624,6000,40,renovacion,1,12/21/2020,Fabiola
Ferdie Tuison,77-413-2048,3000,40,nuevo,1,2/8/2021,Ismael
Brenna Blakemore,39-569-9604,4500,13,reestructutacion,1,10/24/2019,Miguel
Raymund Fasset,52-446-4806,4000,60,renovacion,1,6/28/2020,Alvaro
Orbadiah MacDearmaid,21-244-6133,3500,40,renovacion,,5/3/2021,Grisel
Marjorie Lewendon,58-982-7355,4500,60,nuevo,1,12/12/2020,Daniel
Crystie Overshott,40-789-3601,6000,60,renovacion,,4/11/2022,Daniel
Thorny Hourihan,68-397-4920,1500,60,reestructutacion,1,8/15/2019,Daniel
Tandi Bryer,29-578-9921,4000,60,nuevo,,1/30/2021,Rosa
Kimbell Dowding,47-003-7113,2000,13,reestructutacion,,12/27/2019,Jorge
Davey Jedrychowski,25-572-2235,2000,13,renovacion,1,11/21/2019,Perla
Elliot Weekland,14-599-6698,1500,40,reestructutacion,1,5/28/2020,Noa
Brenn Battabee,79-410-8875,3000,40,reestructutacion,1,4/22/2019,Grisel
Timothy McBrearty,12-116-3150,5000,40,nuevo,,3/23/2021,Miguel
Del Jewks,07-594-3615,2500,13,reestructutacion,1,4/16/2020,Juan
Averil Martinyuk,33-551-8435,4500,13,reestructutacion,,4/14/2020,Ismael
Shina Pettigree,55-928-7816,5000,60,reestructutacion,1,5/10/2021,Ángel
Georgine Wartnaby,20-779-5979,3000,27,renovacion,1,7/19/2021,Alvaro
Chelsae Whiterod,87-026-2364,1500,13,renovacion,1,11/1/2020,Saul
Oralee Devenish,47-000-7415,5000,40,nuevo,1,4/20/2021,Ángel
Rickey Krabbe,00-362-5150,2500,60,nuevo,,4/5/2021,Belen
Wolfy Volette,20-304-6255,4500,40,nuevo,1,7/3/2019,Saul
Afton Frissell,53-500-7192,2000,40,renovacion,1,4/1/2021,Cristobal
Bondy Plumtree,68-853-2857,3500,60,renovacion,,11/4/2020,Mitchel
Merridie Rosenstiel,93-575-9405,3000,13,renovacion,1,3/13/2022,Ismael
Alejandra Barnewell,25-536-7114,4000,60,renovacion,,1/20/2021,Ángel
Catharina Crippen,40-358-2802,3000,40,renovacion,1,10/14/2020,Rosa
Haywood Scrane,74-828-8710,5000,27,nuevo,1,11/6/2019,Cristobal
Em Beynke,82-976-4512,4000,27,renovacion,1,6/10/2019,Grisel
Palm Benyan,96-420-4289,2500,40,renovacion,1,12/25/2020,Aketzali
Vallie Holsey,57-398-8695,3000,27,nuevo,,3/3/2021,Jose
Adolphus Kellett,19-326-9406,5000,60,renovacion,1,3/9/2021,Dulce
Rutherford Espadate,25-237-1277,2000,13,renovacion,,11/12/2019,Belen
Charley Moughtin,12-548-8913,6000,40,reestructutacion,1,3/11/2020,
Lenci Muddimer,20-705-8228,4000,13,renovacion,1,9/9/2019,Jorge
Laurella Picott,01-431-6767,3000,27,nuevo,1,2/1/2021,Heber
Rolph Fedorski,06-285-5306,4500,40,reestructutacion,1,9/12/2021,Fanny
Pepe Jessope,12-611-7716,1000,60,renovacion,1,2/28/2021,Alvaro
Melvyn Sreenan,32-531-3176,1500,60,renovacion,1,1/29/2020,
Torrie McMarquis,27-401-2500,1000,60,nuevo,1,10/31/2020,Luis
Karin Haythornthwaite,35-324-3233,5500,27,reestructutacion,1,4/1/2020,Mitchel
Frayda Purshouse,90-683-4456,2500,40,nuevo,1,4/5/2021,Aketzali
Thornie Oloman,14-653-2179,2000,13,renovacion,1,5/27/2021,Juan
Marylin Hacker,58-774-9834,5000,40,nuevo,,6/7/2021,Ismael
Beulah Gotch,33-547-0192,1500,60,nuevo,1,7/13/2020,Sandra
Flore Assur,81-388-1041,6000,27,renovacion,,11/22/2020,Horacio
Silvana Yurocjhin,04-191-4869,1500,13,renovacion,1,8/7/2020,Saul
Chelsy Girke,49-277-0793,3500,40,nuevo,,2/21/2022,Cristobal
Calida Hehir,65-745-5498,1000,60,reestructutacion,1,9/20/2021,Juan
Alia Farreil,63-361-6606,3500,27,nuevo,1,3/29/2022,Francisco
Kalli Boast,33-185-4219,2000,13,reestructutacion,1,4/4/2020,Aketzali
Evey Tarry,20-504-3844,1000,13,reestructutacion,,2/18/2022,Luis
Win Garbutt,89-217-6348,4000,60,reestructutacion,1,3/13/2020,Daniel
Alfonso Fairclough,02-497-9171,4000,60,reestructutacion,,12/10/2020,Rosa
Rossy Cuddehay,34-087-0808,4500,27,reestructutacion,1,10/31/2020,Miguel
Wood Malim,84-097-9597,5000,40,nuevo,1,8/9/2019,Francisco
Mikael Gothard,06-806-3099,1500,13,reestructutacion,1,9/21/2020,Belen
Dylan Dochon,60-505-2048,1000,60,renovacion,1,6/29/2021,Luis
Melonie Yakolev,64-627-1810,2500,27,reestructutacion,,3/14/2021,Francisco
Reider Albrecht,95-664-8621,4000,60,reestructutacion,1,2/23/2020,Daniel
Onfroi Sheerin,27-060-9632,3500,27,nuevo,1,7/17/2021,Belen
Raeann Spellacey,22-987-9518,1000,40,renovacion,,8/24/2020,Mitchel
Joyann Deppen,18-566-2629,4500,13,nuevo,1,1/24/2022,Fabiola
Cam Gerding,04-667-9813,2500,40,nuevo,,7/29/2019,Monserrat
Ilka Easeman,07-904-3761,4000,60,reestructutacion,1,5/25/2021,Ángel
Franciska Ekins,22-131-2593,1000,13,renovacion,1,3/10/2022,Grisel
Bendick Cust,91-433-6275,1000,13,nuevo,1,8/18/2021,Sandra
Husein Caroli,19-812-6624,3500,40,renovacion,1,4/26/2020,Miguel
Duane Girdlestone,73-632-4938,3500,27,nuevo,1,11/13/2019,Perla
Jennie Liptrot,29-269-7551,4000,27,nuevo,1,10/23/2020,Daniel
Elyse Symon,41-876-9049,6000,60,nuevo,1,6/8/2020,Fabiola
Dana Cleeves,52-587-7269,5500,40,nuevo,,8/31/2020,Heber
Jazmin Westhead,52-149-1349,2000,27,nuevo,,2/17/2021,Horacio
Rosalind Lowthorpe,74-099-5466,5500,27,reestructutacion,1,12/8/2020,Jorge
Torie Arnowicz,95-918-1044,1000,60,nuevo,,9/16/2021,Juan
Nathanil Hymer,91-163-4753,4500,40,nuevo,1,6/2/2019,Aketzali
Brittany Kington,26-862-5420,2500,40,nuevo,,12/22/2021,Dulce
Zed Chesworth,82-039-7167,4500,27,reestructutacion,1,7/7/2021,Dulce
Angil Kettridge,58-050-5342,2500,40,nuevo,1,2/19/2020,Daniel
Julietta Tobias,48-896-1697,4500,13,nuevo,1,6/29/2021,Grisel
Tandie McMackin,39-911-3642,5500,40,renovacion,,12/28/2020,Alvaro
Shep Tebald,58-929-6011,2500,40,reestructutacion,,1/31/2021,Francisco
Brockie Dillintone,89-888-4097,6000,13,reestructutacion,1,3/13/2022,
Cosmo Gasparro,04-006-0126,1000,60,reestructutacion,1,8/17/2020,Jorge
Gearalt Keeble,61-761-3148,6000,13,renovacion,1,12/17/2021,Noa
Cletus Doole,39-214-9729,2500,13,renovacion,1,7/18/2021,Horacio
Mariya Longstaffe,29-166-8468,1500,40,renovacion,1,8/2/2019,Saul
Jeffry Angrove,15-618-7139,2500,27,nuevo,1,2/22/2021,Luis
Cecilla Sterke,09-721-4503,4000,13,renovacion,1,1/12/2021,Grisel
Leupold Lorking,79-297-7336,5500,13,nuevo,1,1/1/2020,Daniel
Stephen Ching,26-543-8277,5500,27,reestructutacion,1,10/31/2021,Perla
Janel Keming,40-680-0260,3500,13,reestructutacion,1,9/15/2020,Francisco
Janina Deverall,09-356-3986,1000,40,reestructutacion,1,8/12/2020,Sandra
Julienne Bryceson,83-200-3629,3000,27,reestructutacion,,7/15/2020,Perla
Valentina Syms,94-751-1420,3500,40,nuevo,,12/1/2020,Luis
Homerus Pinkie,25-035-2693,2000,27,reestructutacion,,6/27/2021,Luis
Jillian Stute,66-324-2108,4500,27,renovacion,1,2/21/2022,Monica
Joe Norcliff,79-942-2476,5500,60,nuevo,1,2/5/2020,Grisel
Harris Jerrems,03-074-6485,3500,40,renovacion,1,5/30/2020,Monserrat
Jayme Bryning,65-158-1875,1000,27,renovacion,1,12/29/2019,Daniel
Nicol Stango,17-571-8061,6000,13,reestructutacion,1,7/8/2020,Miguel
August Donan,88-199-1283,5500,40,reestructutacion,1,2/20/2022,Noa
Darill Trainer,67-476-3855,3500,40,nuevo,1,9/13/2020,Sandra
Deb Galbreth,58-441-7912,4500,40,reestructutacion,,5/27/2020,Aketzali
Wilbert Mc Giffin,03-665-9076,2500,13,reestructutacion,1,11/19/2019,Cristobal
Fletch Martt,44-233-3145,3500,40,nuevo,,3/16/2021,Daniel
Carlen Stook,11-961-9787,4000,27,reestructutacion,1,11/17/2021,Rosa
Blakelee Berkley,25-600-6602,5000,60,renovacion,,5/20/2020,Luis
Rowland Fitt,50-530-6615,3500,60,reestructutacion,1,7/23/2020,Blas
Charlot Beretta,06-941-5233,5500,13,reestructutacion,1,9/5/2019,Blas
Carlin Lochran,74-815-5614,6000,27,renovacion,,6/12/2019,Ángel
Ninnette Labden,70-555-8603,2000,13,renovacion,1,4/8/2020,Heber
Odelinda Gainsbury,65-262-2237,3000,27,renovacion,1,1/15/2022,Aketzali
Earle Mussard,17-071-9252,1000,13,nuevo,1,3/21/2021,Monserrat
Lynnet Teodorski,49-249-4177,3500,27,renovacion,1,4/13/2022,Anthony
Wye Redmell,86-743-6326,4000,27,reestructutacion,1,3/27/2021,Cristobal
Mannie Gillitt,30-041-3737,4000,40,reestructutacion,,1/23/2021,Fabiola
Isadora Kew,58-296-7892,5500,13,reestructutacion,1,2/13/2020,Saul
Nadine Franklin,62-441-0592,4000,13,nuevo,1,10/20/2021,Fabiola
Edd McGowan,91-375-9687,3500,40,renovacion,1,3/31/2021,Rafael
Cody Leopard,39-819-3836,6000,60,nuevo,1,1/19/2022,Anthony
Alexina Kaliszewski,94-691-6803,2500,40,renovacion,1,7/29/2021,Jose
Arnie Kobiela,96-857-4840,4500,27,renovacion,1,1/9/2020,Mitchel
Dana Hazeltine,03-363-5956,3000,13,renovacion,1,9/13/2020,Felipe
Romola MacTavish,20-501-7785,5500,60,nuevo,1,7/12/2019,Natali
Cobb Clemont,88-275-2746,3000,60,renovacion,1,3/19/2022,Mitchel
Carmela Enrdigo,03-341-6166,3500,27,renovacion,1,7/27/2020,Monserrat
Jillene Sondon,20-274-6286,3500,27,renovacion,,9/2/2021,Alvaro
Ivan St. Pierre,57-277-3558,1000,13,nuevo,1,5/25/2021,Grisel
Tracey Witham,49-264-1511,4500,13,reestructutacion,,7/9/2019,Jorge
Kessiah Urien,94-346-0634,1000,13,renovacion,,10/31/2019,Alvaro
Clair Scutching,98-681-7302,6000,40,reestructutacion,1,6/11/2021,Belen
Maurita Duke,78-934-6907,3000,27,reestructutacion,1,9/5/2019,Luis
Jessee Covil,13-489-1363,3500,60,reestructutacion,1,7/6/2019,Blas
Eustace Dyshart,98-606-5339,2000,13,nuevo,1,11/25/2021,Cristobal
Berti Carling,42-689-2274,4500,27,nuevo,,7/10/2021,Francisco
Novelia Digweed,90-396-7267,2500,60,nuevo,1,3/18/2021,Miguel
Bride Parade,16-096-8015,5500,40,renovacion,1,10/8/2019,Ismael
Glendon Hubery,00-058-0490,3000,60,nuevo,,4/28/2021,Felipe
Linet Muglestone,36-144-6870,5500,27,nuevo,1,8/12/2019,Rafael
Raquel Dell 'Orto,39-650-4245,1000,27,nuevo,1,3/13/2022,Jorge
Wendeline Kiss,67-923-0900,4000,27,renovacion,1,11/8/2021,Blas
Junina Rogge,14-112-5386,5500,13,renovacion,1,12/17/2019,Juan
Berton Budgen,43-745-8006,3000,27,renovacion,1,7/10/2020,Mitchel
Alice Oriel,79-858-2374,1000,40,renovacion,1,1/13/2021,Ismael
Raviv Ayerst,06-056-9542,5000,60,nuevo,1,9/4/2021,Monica
Carly Volk,89-169-0909,1000,27,nuevo,1,5/9/2019,Rafael
Niles Stummeyer,51-265-9341,1500,13,nuevo,1,9/12/2021,Horacio
Deeann Ebbrell,51-277-2695,5500,60,nuevo,1,3/9/2021,Daniel
Cleo Vondrak,00-810-5238,4500,27,renovacion,1,5/3/2019,Perla
Sunny Cocking,66-092-7518,5500,27,nuevo,,11/23/2020,Blas
Misty Keneforde,67-754-0451,6000,27,nuevo,1,12/24/2021,Miguel
Gerrie Matejka,27-229-0266,4500,13,renovacion,,10/17/2021,Miguel
Ingeberg Ginnaly,66-504-0268,4500,40,renovacion,1,10/6/2020,Grisel
Gail D'Aguanno,54-727-2112,1500,27,reestructutacion,1,11/1/2019,Francisco
Philippine Kimmons,18-545-9891,1500,40,renovacion,1,12/30/2019,Sandra
Lothario Milroy,19-178-8958,4500,13,renovacion,1,2/25/2022,Natali
Claude Cullen,47-326-0453,1000,60,reestructutacion,1,1/13/2020,Saul
Andie Chastaing,65-234-3493,5500,60,reestructutacion,,5/11/2019,Dulce
Adrian Leve,64-978-9057,5500,13,nuevo,1,7/2/2019,
Raviv Slimings,74-343-7898,6000,40,nuevo,1,8/11/2019,Belen
Selig Vowden,18-899-1790,5500,27,reestructutacion,1,2/8/2021,Dulce
Izaak Woollacott,65-737-5741,1000,40,nuevo,1,8/2/2019,Efraín
Hanny Reynault,06-601-9328,2000,60,nuevo,1,6/21/2019,Blas
